created_at;Tweet;username
Sun Dec 19 10:32:02 +0000 2021;Hasil survei Indopol Survey and Consulting menyatakan mayoritas responden dari generasi milenial dan generasi Z memilih Prabowo Subianto menjadi Presiden 2024. #HasilSurvei https://t.co/bwtTohlUF2;jpnncom
Sun Dec 19 09:16:48 +0000 2021;Survei Indopol: Kepuasan Generasi Z dan Milenial di Era Jokowi Tidak Terlalu Tinggi https://t.co/xomb5hzz9h;gatotsuhiro
Sun Dec 19 09:01:59 +0000 2021;Keunggulan generasi Z yg melek gadget adalah bisa mengerjakan PR sekolah selesai dan benar dengan cepat. Bukan karena metode belajar yg canggih tapi karena semua jawaban soal bisa didapat dari Om Google 🤦🏻‍♀️;makneru
Sun Dec 19 08:43:51 +0000 2021;Sekarang random liat kemampuan orang kita generasi X, Y dan Z dalam nulis. Di WA atau IG atau FB. Banyakan kacrut.;ubegebe1
Sun Dec 19 08:40:21 +0000 2021;Dari utasnya uda @ubegebe1 jadi paham kalau pendekatan ke Generasi Z itu jauh lebih susah daripada Y (millennial).;TheBookIRead2
Sun Dec 19 08:36:25 +0000 2021;@tuanmudayusufa @burningreeeeeed Lo lo smua harus nontonn NWH gmn si generasi Z ini.;rayhanbhg
Sun Dec 19 08:28:58 +0000 2021;@itsokaywae @bukanshenlong @cocornflakes Lhoo kan ini cara melestarikan nasi dikalangan generasi Z;JaranGoyang__
Sun Dec 19 08:11:47 +0000 2021;@tvOneNews Generasi Z 🙄🙄🙄🙄...  Generasi Z itu.., pa Generasi Zionis, yaa 😱😱😱😱😱😁😁😁😁😁....;AndySat32177437
Sun Dec 19 08:11:28 +0000 2021;Hasil survei Indopol Survey and Consulting menunjukkan mayoritas responden dari generasi milenial dan generasi Z memilih Prabowo Subianto menjadi Presiden 2024.  https://t.co/a5cc1tyMrz;KATADATAcoid
Sun Dec 19 08:06:52 +0000 2021;Kalaupun menerima link, generasi z dan milenial mayoritas hanya baca judulnya saja. https://t.co/uGbZ1ZXvFy;republikaonline
Sun Dec 19 07:37:04 +0000 2021;Ganjar-Erick Disebut Paling Diminati Generasi Milenial dan Gen Z https://t.co/KgupimHxYg #beritajogja #jogja #jogjaistimewa https://t.co/ZrddpFpxVt;Harian_Jogja
Sun Dec 19 07:35:37 +0000 2021;Direktur Eksekutif Indopol Survey and Consulting mengungkapkan bahwa 66,34% generasi milenial dan generasi Z puas dengan cara Pemerintahan Jokowi dan Ma’ruf Amin menangani pandemi COVID-19 di Indonesia.  Selengkapnya https://t.co/37sugs2GRn #NewsOne #CariBeritaditvOn #Covid19 https://t.co/D5VLiULy8X;tvOneNews
Sun Dec 19 07:29:53 +0000 2021;Generasi Z dan milenial menyatakan sangat puas terhadap kinerja pemerintahan Presiden Jokowi dan Wapres Ma'ruf Amin.  Selengkapnya: 👇 #JokowiMarufAmin https://t.co/V04wvhMFUs;Beritasatu
Sun Dec 19 06:45:00 +0000 2021;Survei Indopol: Kepuasan Generasi Z dan Milenial di Era Jokowi Tidak Terlalu Tinggi https://t.co/WCN4Ogdafw;democrazymedia
Sun Dec 19 06:39:04 +0000 2021;Nama Prabowo Subianto muncul dengan popularitas dan elektabilitas paling tinggi di kalangan generasi Z dan milenial, disusul dengan Sandiaga Uno. https://t.co/FsdOrW7xI7;kompascom
Sun Dec 19 04:29:29 +0000 2021;(simak wawancara saya, 19 Desember 2021) Pasangan Ganjar-Erick Disebut Paling Diminati Generasi Milenial dan Gen Z  https://t.co/zOpeOlbFlz;warjati
Sun Dec 19 03:53:06 +0000 2021;Pasangan Ganjar-Erick Disebut Paling Diminati Generasi Milenial dan Gen Z https://t.co/DkCMGWxJkO;Bisniscom
Sun Dec 19 03:02:43 +0000 2021;Pecundang tua dan sampah yang tidak berguna untuk generasi Z;Lanangtigaraksa
Sat Dec 18 15:37:31 +0000 2021;@banjarbase dasarnya generasi Z wahini. kurang banar akhlak nya. mana hape ja di tangan. kaitu kada kawa lagi di baiki. tapi mbah nya inya perlu hanyar di hajar.;indmrvll
Sat Dec 18 15:04:03 +0000 2021;@NCTsmtown Vibenya generasi z banget keren keren ❣️;ochiblueChipp
Sat Dec 18 13:54:39 +0000 2021;@jjk_97boy Kalau aku liatnya, emang sasaran pasarnya itu generasi z kebawah. Jadi masih muda-muda gitu;DangerChemistry
Sat Dec 18 13:10:09 +0000 2021;Pesta Rakyat Simpedes ada lagi nih gaisss pembahasan nya lumayan banget buat kaum milenial dan generasi z yang belum tau makna UMKM #PRS2021MemberiMaknaUMKM;drjips
Sat Dec 18 12:05:18 +0000 2021;@goodmintonfinly @SekuntumSeroja teori generasi ni menarik sebab dia berlainan ikut perkembangan negara. macam malaysia, generasi milenial berakhir tahun 2004, gen z mula 2005. boleh rujuk artikel ni :)   https://t.co/unYxoPOCQc;plyroncourt
Sat Dec 18 11:48:10 +0000 2021;@meihidaningrum @tchalleuy @LigarMbois Krn generasi Z itu ngak tahu sephenomenalnya apa Peterpan &amp  Ariel jaman dulu,bahkan anak2/musisi indie yg disukai krn child,rabel dan anti musik galau kaya sekarang itu adalah karakter Ariel &amp  Peterpan jmn dulu,karakter dr lagu/karya2 Ariel dkk itu sebenarnya banyak ttg kehidupan;Nvn88114976
Sat Dec 18 10:06:49 +0000 2021;@SisiwittFrida @jokowi Hahaha..  Saya lebih setuju klo dbikin prasasti, biar generasi Z tau klo korupsi itu ada, kolusi juga nyata n nepotisme selalu menyertai... Hidup Hambalang;dyspryd
Sat Dec 18 09:24:45 +0000 2021;Generasi Z akan sadar betapa phenomenalnya Peterpan &amp  Ariel waktu itu hingga kini jd Noah dgn remaster Taman Langit;Nvn88114976
Sat Dec 18 07:42:05 +0000 2021;@sideofgemini tapi dia contoh generasi gen z, sukanya instan, bukannya belajar malah main duku ga masuk ptn, padahal masih ada binus;oleaavis_
Sat Dec 18 06:44:32 +0000 2021;@ernestprakasa Wajar, generasi Z mmg minim etika;noneofurown
Sat Dec 18 06:10:55 +0000 2021;Inisiator platform Bergerak Serentak, Zacky Yudistira Mandala berharap generasi Z memiliki sikap kepedulian terhadap lingkungan. Salah satu yang menurutnya patut mendapat perhatian adalah kondisi musala. @KemenBUMN @erickthohir https://t.co/4YPEtPZ9Uo;Adi_Interisti89
Sat Dec 18 03:48:20 +0000 2021;@eT3k3WeR_ @Yudi_Rossih Menuju generasi matic  #HapusPT20Persen  #HapusPT20Persen;panglima_z
Sat Dec 18 02:08:21 +0000 2021;@Jkt_Networks Iya yang tidak dialami anak2 generasi z 😁;selow_mas
Sat Dec 18 01:32:12 +0000 2021;Generasi Z ingin turut membantu menciptakan musola2 menjadi tempat yang nyaman bagi para jema'ah. Dari Yayasan Erick Thohir, Zacky mendapatkan bantuan program Social Healing untuk merenovasi dan mengoptimalkan fasilitas yang dimiliki musola. @erickthohir  https://t.co/Jf8mNfZy9f;riyadisugeng167
Fri Dec 17 16:02:26 +0000 2021;kita generasi yang takut upload foto di first account instagram  (ya gatawsi tp gamungkin gue doang dari jutaan gen z dimuka bumi);kaveinated
Fri Dec 17 16:01:09 +0000 2021;@andhikatsu dasar generasi Z;arifin_pomo
Fri Dec 17 14:49:07 +0000 2021;@m00nhye biasalah generasi z😭👍🏻;star6ssss
Fri Dec 17 11:19:38 +0000 2021;astagfirullah sakit pinggang. Bener bener gen z generasi sakit pinggang😵;cceungcherry
Fri Dec 17 11:11:48 +0000 2021;@Alit1_Kawulo @erickthohir @Beritasatu Joss.. Bangkit generasi z;ByruBima
Fri Dec 17 10:09:35 +0000 2021;Zacky Yudistira Mandala berharap generasi Z memiliki sikap kepedulian terhadap lingkungan.Zacky dan teman-temannya terpanggil karena mereka masih menemui ada beberapa musala yang belum memiliki fasilitas yang baik, @erickthohir  https://t.co/tYUXOiJd0k;LoveToleransi
Fri Dec 17 10:09:09 +0000 2021;Generasi muda gen z Bergerak bersama  Yayasan Erick Thohir .  .  ...   https://t.co/hPIDRT1hDX;indibuzz
Fri Dec 17 09:57:44 +0000 2021;Inisiator - inisiator  Dlm Yayasan Erick Thohir Bantu Generasi Z Renovasi tempat ibadah..   https://t.co/tCe4YEdeqP;indibuzz
Fri Dec 17 09:28:15 +0000 2021;Yayasan Erick Thohir Bantu Generasi Z Perbaiki Fasilitas Musola. Zacky menyakini, keberadaan musola yang nyaman menjadi sangat penting bagi transformasi akhlak ke generasi muda.   https://t.co/0jqm8FzGSP;Lima8Satu
Fri Dec 17 09:20:20 +0000 2021;Strategi #WajahBaruTIM sekarang menyadar pada generasi Z dan generasi Alpha. Karena, ya, mereka inilah sekarang yang berperan sebagai agent of change.  @Jakprogroup #TIMFest2021 #WajahBaruTIM;pertiwiyuliana
Fri Dec 17 09:18:22 +0000 2021;"Q: Apa strategi yang disiapkan TIM nantinya?""  A: ""strategi tadi juga disasar tak hanya untuk generasi millenial, tapi juga gen Z and Alpha""  #TIMFest2021 #WajahBaruTIM #JakartaUnstoppable  @jakprogroup""";riyardiarisman
Fri Dec 17 08:56:40 +0000 2021;https://t.co/VND2UhRUk9  Yayasan @erickthohir merenovasi fasilitas musala-musala &amp  mengajak generasi Z untuk peduli dan berkolaborasi dalam berbagai kegiatan di musola  Erick Thohir;sydneyzw
Fri Dec 17 07:56:18 +0000 2021;Yayasan Erick Thohir Bantu Generasi Z Perbaiki Fasilitas Musola  Insiator Platform Bergerak Serentak mengajak generasinya membantu musola dengan memperbaiki fasilitasnya agar optimal melayani jama'ah  https://t.co/ICpMcp61Hb;itswincha
Fri Dec 17 07:01:31 +0000 2021;@edgarhamas Mgkn krn guyonannya antar generasi levelnya beda2. 😂 . Lucu mnrt gen Z , bikin bingung gen boomer;dhee_dood
Fri Dec 17 06:26:18 +0000 2021;Work! Ada yang kerja/rekan kerja nya generasi bomber/x/milineal? Aku generasi  Z rekan kerja ku x/minilneal semua kadang suka serba salah kalau ngelakuon sesuatu/bersikap;worksfess
Fri Dec 17 05:27:17 +0000 2021;Ilmu compounding money emang sangat dibutuhkan untuk anak generasi Milenial - Gen Z prime. Gilaa, plis jangan boros. Dunia Metaverse bakal luar biasa, jangan sampek kalian tertinggal 😌;Limosinno
Fri Dec 17 04:04:01 +0000 2021;Generasi Z A A Ngurah Agubg SE.... https://t.co/YjypWIqtW0;RGerenceng
Fri Dec 17 03:49:43 +0000 2021;Yayasan Erick Thohir Bantu Generasi Z Perbaiki Fasilitas Mushola  Yayasan @erickthohir melalui program Social Healing membantu Mushola supaya menjadi tempat yang nyaman bagi para jema'ah dengan merenovasi dan mengoptimalkan fasilitas yang dimiliki Mushola  https://t.co/aRKfVVhTWR;Eka_Dutajaladri
Fri Dec 17 02:37:27 +0000 2021;Yayasan pak @erickthohir Bantu Generasi Z Perbaiki Fasilitas Musola   Joss   https://t.co/y3m27pQftF;ByruBima
Fri Dec 17 01:48:19 +0000 2021;Kira2 20 tahun lagi pas generasi Z udah ngisi posisi2 penting di pemerintahan, kebijakan-kebijakannya bakal kya apa ya 😂;rozan_irfan
Fri Dec 17 01:20:06 +0000 2021;"Kami berterima kasih kepada Yayasan @erickthohir  yang membantu kami merealisasikan niat baik kami untuk merenovasi fasilitas musholla-musholla. Kami akan terus mengajak generasi Z untuk peduli dan berkolaborasi dalam berbagai kegiatan di musala, kata Zacky. https://t.co/mLmatYiu72""";Djantjik
Fri Dec 17 01:09:20 +0000 2021;Yayasan Erick Thohir Bantu Generasi Z Perbaiki Fasilitas Musola  Insiator Platform Bergerak Serentak mengajak generasinya membantu musola dengan memperbaiki fasilitasnya agar optimal melayani jama'ah.  @erickthohir  https://t.co/Ma4MwENGY3;b_4lways
Fri Dec 17 01:08:08 +0000 2021;Kami berterima kasih kepada Yayasan Erick Thohir yang membantu kami merealisasikan niat baik kami untuk merenovasi fasilitas musholla-musholla. Kami  mengajak generasi Z untuk peduli dan berkolaborasi dalam berbagai kegiatan di musolah. @erickthohir  https://t.co/kRIz282mK1;b_4lways
Fri Dec 17 00:31:00 +0000 2021;“Kami berterima kasih kepada Yayasan Erick Thohir yang membantu kami merealisasikan niat baik kami untuk merenovasi fasilitas musola-musola. Kami akan terus mengajak generasi Z untuk peduli dan berkolaborasi dalam berbagai kegiatan di musola,” ucap Zacky Yudistira https://t.co/tVvDRfug7U;And_Hongg
Fri Dec 17 00:24:23 +0000 2021;Yayasan Erick Thohir Bantu Platform Gen Z Renovasi Musholla serta menambah fasilitas agar optimal melayani jamaah  Musholla dan generasi muda memiliki hubungan yang mengikat  https://t.co/bBCyZHpLgE;itswincha
Thu Dec 16 13:48:59 +0000 2021;Gen Z adalah generasi yang open minded dan menghargai ekspresi setiap individu tanpa memberi label tertentu. Hal ini membuat mereka lebih terbuka untuk memahami keunikan tiap individu.  https://t.co/I22zLtCLsb;mediaindonesia
Thu Dec 16 11:48:14 +0000 2021;@RD_4WR1212 @budimandjatmiko Justru ruang sidang digunakannya juga utk membacakan manifesto PRD. Belum pernah ada aktivis diadili sekeren Budiman Sudjatmiko. Generasi Z harus tahu ini;Minietweets_
Thu Dec 16 10:57:06 +0000 2021;@bonngbudi Aseeik jadi generasi Z;QMGY20
Thu Dec 16 10:42:09 +0000 2021;Generasi mileneal saja kayak saya susah compete dengan Gen Z, apalagi para boomer, please lah tidak semua yang dulu dulu itu relevan dengan kehidupan sekarang. Liat dengan seksama, dunia sudah jauh berubah.;R_Perkasa
Thu Dec 16 08:20:19 +0000 2021;@NyiMasRuminah @RHYTfatahillah4 @YulieReborn @YulieReborn  Dilihat dari cuitanya seperti generasi Z Dilihat dari wajahnya generasi baby boomer;Nyonge__
Thu Dec 16 07:27:41 +0000 2021;@FudyEJ @budimandjatmiko Generasi Z;Minietweets_
Thu Dec 16 05:58:53 +0000 2021;@SumandoGaek @arsjaddivc Aneh ya ... kok pada repot ... ya kalau gak mau divaksin silahkan ajukan keberatan dengan resiko belajar nya daring ... Menjaga kesehatan itu penting bagi generasi Z . Karena merekalah penerus bangsa ini kedepan. Mencegah lebih baik dari pada mengobati.;BudiatnoGr
Thu Dec 16 03:09:21 +0000 2021;Menumpuknya Utang Pemerintah Bakal Rugikan Generasi Milenial dan Gen Z https://t.co/mbkqv05Kh4;HarrisBarus
Thu Dec 16 03:02:54 +0000 2021;@letsgoobabyy @collegemenfess yakan generasi tua skrg masih mau nyari kekayaan dari fossil, kalo 2060 yg mimpin udah gen z dan millenial yang smoga aja uda sadar xixixi;yowrm4n
Thu Dec 16 01:41:26 +0000 2021;Semoga Wanita DAP dapat mencontohi usaha Wanita UMNO PPRT Kemensah dalam mendekati rakyat jelata khususnya para Netizen generasi Y dan Z.;headsink
Thu Dec 16 00:39:09 +0000 2021;@sosmedkeras Yang mana Generasi Z langsung paham maksd Gambar......;YogiSaputraSHM1
Thu Dec 16 00:16:40 +0000 2021;@haisoff Generasi Z menuju kolesterol;sefspace
Wed Dec 15 17:43:48 +0000 2021;Pendidikan Seni berebut dengan keadaan teknologi, sisi lain subculture di kita sendiri sebenernya udah agak2 rawan shutdown. jangan salah anak generasi 90an pun rawan dan harus maraton buat ngikutin Z gen;ehsiabenk
Wed Dec 15 16:50:31 +0000 2021;Bisa aja si aku mengikuti generasi z but aku sellu memakai yang bikin aku nyaman apapun itu.;boostergoo
Wed Dec 15 16:30:41 +0000 2021;@bisepu_san @ardiwilda Nope. Dari awal juga millenials itu sebutan untuk Gen Y.. Gen Z generasi setelah nya..;ardote
Wed Dec 15 15:04:12 +0000 2021;Kalau lihat podcast Pak Hermanto membahas generasi Z spt Jehian dan Jerome di usia 25th namun mempunyai knowledge, skill dan management sangatlah menginspirasi. Wow... Mereka bisa hasilkan puluhan milyar dalam sebulan. 👍🏻👍🏻 https://t.co/aW9N3Jm6KV;CandraDharmawan
Wed Dec 15 13:16:29 +0000 2021;@Ruhi_Ruhi17 @jokowi Generasi Gen Z, harus siap dengan dunia digital Metaverse;siberinfoA1
Wed Dec 15 13:02:35 +0000 2021;Khusus kaum Milenial, generasi Z,  Biar tahu asal muasal @MUIPusat,  LSM bentukan Orba, yg tdk wajib kita ikutin... https://t.co/tJqIxcyLD1;Amasanusi
Wed Dec 15 12:50:25 +0000 2021;Ini akibatnya kalau saya ditantang generasi Z dan milenial melalui podcast keren ini bahasa inggris campur2😂😂:  https://t.co/LMnIbHpYkA  Ikuti akun:  : @dimazandreanshah  : @donttouchmypolitics  Jangan lupa untuk share like dan SUBSCRIBE ya teman2! Thanks a lot.;Fahrihamzah
Wed Dec 15 11:42:44 +0000 2021;Alhamdulillah kalo emang pindah ke onoh, uhh kita bakal di kenal dengan TOMORROW X TOGETHER 4TH GEN LEADER. atau 4TH GEN IT BAND, atau PERWAKILAN GENERASI Z.;Aincbg
Wed Dec 15 08:29:56 +0000 2021;Punya adek generasi z itu bawaannya pengen nutuk pake gagang sapu tiap hari gara gara liat kelakuannya 😑 https://t.co/Cbrx6PjedA;gilmub
Wed Dec 15 08:28:19 +0000 2021;@peppermingt maybe generasi influencer kot? expect everything di payung A to Z. takpe, lama2 nanti dia belajar la the harsh reality of life.;ren_kaos
Wed Dec 15 07:56:22 +0000 2021;@daniel_rxj Gen z adalah gen zakar alias generasi peler;Mellonzz
Wed Dec 15 07:25:43 +0000 2021;"Almost kaum milenial z ataupun generasi X yg mengisi 1 ruang theatre Secara spontan mereka teriak n tepuk tangan saat moment2 memorable"" hadir di depan layar  Haru, seru n moment2 nostalgia hadir dlm 1 paket via #SpiderManNowWayHome  Ku Puas!  @txtanakbioskop @bicaraboxoffice https://t.co/klmDUVLBhR""";ScarySony
Wed Dec 15 05:00:26 +0000 2021;@florieliciouss Makanan generasi z 🤣;IwanMah
Wed Dec 15 03:22:21 +0000 2021;Sebagian peserta merupakan generasi Z dan merasa penting untuk memiliki fleksibilitas sosial dan ilmu teknis seperti gen baby boomers dan gen X dalam berkomunikasi. YNKI menyampaikan teori perubahan yang salah satunya terkait dengan;kapital_natural
Wed Dec 15 03:19:48 +0000 2021;"Another Webinar FIKOM Budi Luhur buat Blutizen yang mau nambah wawasan mengenai Prospek Karir untuk Generasi Z di Dunia Digital"" ✨   Yuk, langsung aja daftarin diri kamu di link registrasi yang ada di poster... See you there Blutizen 😉 https://t.co/P7OU4LEHdb""";kampusbudiluhur
Wed Dec 15 01:45:00 +0000 2021;Sebagian generasi Z telah masuk dunia kerja dan perlu disiapkan sebagai tenaga kerja terampil. Selain keterampilan, pemahaman soal keselamatan dan kesehatan kerja (K3) pun penting. #Dikbud #AdadiKompas  https://t.co/3t57EUqSax;hariankompas
Wed Dec 15 01:02:36 +0000 2021;@NotReallyKelvin @Rheydondo @sociotalker Tapi kalo diliat pola perilaku anak2 generasi Z yang juga suka semuanya serba instan, kemungkinan besar bakal kayak gitu deh, or even worst🙃;yourlovelyscorp
Wed Dec 15 00:57:50 +0000 2021;Sudah ikut Akselerasi generasi digital ??  Kalau belum , jangan ngaku generasi Z.   Generasi Z piawai dan ahli digital.  Program keren👍;FaGtng
Wed Dec 15 00:20:57 +0000 2021;@penggiat_sambat Ayo generasi Z dan generasi Milenial buktikan kalau memang kalian GenZ karena yang hadir orang² hebat salah satunya Mentri BUMN saat ini bapak @erickthohir;Nopri_ancha
Tue Dec 14 23:42:28 +0000 2021;Wah, ini generasi Z wajib nonton;putrivio3
Tue Dec 14 23:41:43 +0000 2021;@NotReallyKelvin @Rheydondo @sociotalker Bakalan ada Gen Z kek gitu, soalnya temen gw yg generasi ini kurleb punya sifat ginian apalagi dia ikut parpol (parpolnya kalah marketing sih).;the_hardthinker
Tue Dec 14 23:30:33 +0000 2021;Generasi Z jangan sampe kelewatan ya...;syudahbiasa
Tue Dec 14 23:10:37 +0000 2021;Yang ngaku Generasi Z jangan sampai ketinggalan pantengin Acara PERESMIAN GERAKAN AKSELERASI GENERASI DIGITAL  DigiTalks New Currency of Digital Business RABU, 15 DESEMBER 2021 PUKUL 09.30-12.30 WIB  Live streaming di chanel2 di bawah ini.  @erickthohir @KemenBUMN @setkabgoid https://t.co/xmypWbUeuq;Aryprasetyo85
Tue Dec 14 18:23:22 +0000 2021;@HOONENHYPEN Tip-z lah soalnya aku generasi z;seeunot
Tue Dec 14 15:43:41 +0000 2021;@hanmula @Hujandisenja 2.segmen pasar yang di bidik  - berdasarkan status ekonomi   menengah atas  - berdasarkan status pekerjaan dan pendidikan   sma ,kuliah dan pekerja  - berdasarkan generasi   Millenial dan generasi Z;Iqro_Pena
Tue Dec 14 15:12:37 +0000 2021;Game konsol Generasi Z udah gila;yudixhotrod
Tue Dec 14 14:53:45 +0000 2021;aku gak tau aku ini termasuk generasi y akhir atau z awal, tapi rasanya membayangkan mengajar sesama generasi z akan terasa menantang sekaligus menyenangkan. semua itu bakal terjadi kalau memang diusahakan untuk ke sana.;sentrakulineria
Tue Dec 14 14:17:14 +0000 2021;@Maira_616 Instagramable sekali.  Cocok untuk generasi Z yg hobi foto-foto neh...   Terima kasih Yayasan Erick Thohir 🙏;IdNenek777
Tue Dec 14 05:25:54 +0000 2021;Saatnya kita semua untuk kembali mengkonsumsi buah-buahan sebelum buah-buahan langka dan menghilang dari bumi ini,semodern apapun hidup dan gaya kita ingat selalu,selama bumi memberikan yg terbaik buat kita semua,mengapa kita semua tidak bersyukur.. # Generasi Y&amp Z;Adiss98448844
Tue Dec 14 03:19:22 +0000 2021;A new party in Malaysia! AYUH UBAH MALAYSIA menjadi negara yang lebihbaik untuk generasi-generasi yang akan datang. Congratulations!! Looking forward to MUDA to serve the country;Z_Y_Loo
Tue Dec 14 02:45:25 +0000 2021;yang melampaui 1,5 juta tampilan YouTube dalam satu hari setelah dirilis, dan setelah seminggu, melampaui 5 juta tampilan pada pagi hari tanggal 13.  Xdinary Heroes menunjukkan potensi 'K-band perwakilan Generasi Z' dengan menampilkan minggu pertama debut mereka. Dimulai dengan—;XH_Indonesia
Tue Dec 14 02:40:39 +0000 2021;Sebagai Generasi Z kita ga boleh hanya duduk diam karna masa depan ada di tangan kita bukan tangan para pendahulu;MikaAkira5
Tue Dec 14 01:56:12 +0000 2021;Yayasan Erick Thohir Bantu Platform Gen Z Renovasi Musholla  Zacky sebagai inisiator menyakini keberadaan musholla yg nyaman menjadi sangat penting bagi transformasi akhlak ke generasi muda.   https://t.co/UT3DW7YqBY;MARV3LLL
Tue Dec 14 00:40:45 +0000 2021;Inisiator Platform Bergerak Serentak Zacky Yudistira Mandala berterimakasih kpd Yayasan @erickthohir yg sdh membantu merealisasikan niat baik Platform Gen Z merenovasi fasilitas musholla2, &amp  akan terus mengajak generasi Z utk peduli &amp  berkolaborasi dlm berbagai kegiatan di musala https://t.co/GnZuh2OVAe;CassandraRKA
Mon Dec 13 22:24:02 +0000 2021;Tantangan Guru BK dalam Menghadapi Generasi Z https://t.co/h8Dawz0t8s;kabarmuria
Mon Dec 13 15:15:31 +0000 2021;@PrieLeo_ Ketauan generasi Z kali 🤭😬;airayproperty
Mon Dec 13 13:52:52 +0000 2021;@azharirfnsyh yg paling terdampak sih yg generasi milenial, karena generasi mereka msh menjunjung tinggi menghormati atasan (baik secara umur maupun secara kuasa). inti secara kasar ny sih mereka lebih manutdan gak mau cari ribut. sdgkan kl gen z ada perlawanan yg lumayan;gentrifybimbo
Mon Dec 13 10:27:59 +0000 2021;Generasi Milenial dan Z tuh udah bisa kolaborasi positif, beda sama boomers. Dikit dikit nyolot merasa paling berkuasa, padahal kelebihan mereka lahir dulu aja😌;andritw_
Mon Dec 13 10:03:22 +0000 2021;Generasi Z Mencari Jodoh Melalui Medsos, Ini Alasannya #jogja #jogjaistimewa #jogjakarta https://t.co/esEc4SHmp9;jogjaajaupdate
Mon Dec 13 09:31:51 +0000 2021;@detikcom Maaf generasi milenial kalian gagal. Gak bakal lama lg kami generasi z bakal jadiin negara ini menjadi tempat yg lebih baik.;UuiNugroho
Mon Dec 13 08:31:02 +0000 2021;Sudah waktunya narasi-narasi masa depan diwakili oleh pemilik zaman Gen Z dan Milenial, bukan lgi generasi pemilik masa lalu yg hnya menyebar ilusi dan slogan” politik. Teori hrus dibarengin dgn praktek https://t.co/UgNnv0p2gu;Muhammadasrul91
Mon Dec 13 06:21:41 +0000 2021;Jreng.. 80% Generasi Z Disebut Doyan Tidur Siang di Kantor! https://t.co/jdX5NA3zaB;cnbcindonesia
Mon Dec 13 04:17:40 +0000 2021;gue maklum banget kalo banyak yg doubtful sama ini ponsel, di kantor aja mungkin segedung gue doang yg user 😭  tapi memang secara pribadi, gue seneng buat terus belajar ttg fenomena ponsel ini &amp  develop banyak hal buat generasi generasi z series samsung lainnya, asik banget 😭;amyoouurjoy
Mon Dec 13 03:19:35 +0000 2021;tanggal 11 dan ‘Inkigayo’ SBS pada tanggal 12. Dengan penampilan luar biasa Xdinary Heroes menandakan lahirnya K-band perwakilan generasi Z. Gun-il berkata bahwa dirinya gugup karena panggung pertunjukkan musik pertamanya dan merasa seperti mimpi untuk berdiri di atas panggung.;XH_Indonesia
Mon Dec 13 01:49:44 +0000 2021;Selain usahawan melayu timbang kilo, Mustang adalah kenderaan rasmi untuk pilot generasi millennial/Z juga..euw lol;4mharr
Sun Dec 12 18:12:40 +0000 2021;Blended Leaning, Ruang Belajar Era Baru Bagi Pembelajar Mandiri Generasi Z https://t.co/wDELSjWkvu via @SuaraBaru.id;AlivaRosdiana
Sun Dec 12 16:46:28 +0000 2021;@ourionasa Hallo kak Ram, aku follower baru (baru bgt keseret kapal markno juga gr2 kak Ram) Kalau boleh aku minta izin di add di list heheh. Aku anak 90-line bontot alias generasi Z seangkatan sama Mark Lee™ eheheh  Thank youuu, stay healthy kak^^;hyuckhyuck6
Sun Dec 12 16:00:51 +0000 2021;"Biasku Surya karena sama bucin mas ganteng. Tp aku suka kelimanya dan ngakuin klo mereka luar biasa ganteng, generasi A ampe Z emang ganteng semua bikin jantung ga sehat 😭😍""";LunarQwen
Sun Dec 12 13:28:35 +0000 2021;@zrlpp WKWKWKWK LUCU BANGET AJG, relate bngd sma generasi z;pengenpnyamobil
Sun Dec 12 13:06:18 +0000 2021;🌋Semeru Boomer 👴🏻: pertanda orang Jawa sudah hilang Jawa-nya Milenial👨🏻: Jawa is not a place, its the people Generasi Z👦🏻: Jawa (jaga warung) 🤪;kentvrama
Sun Dec 12 12:17:25 +0000 2021;@wordofophelia Wkwkwkwkwkw.. gw krn penasaran kan li… sewow apa sih collabnyaa.. ternyata buat grup sebesar itu ya itu mediocre lah jatohnyaa..   Gw ga paham jg ngapain main dingin collab ama mereka ye kan.. demi relevancy sama generasi z apa.. 🤪🤪;perfectdae
Sun Dec 12 12:11:25 +0000 2021;Bayangin skrg elu lgi disebuah event terus seluruh generasi digabungin jdi satu. Gen X, Y, Z dan Alpha berkumpul dan nongkrong breng. Yg gw bayangin gmn ya🙂. Perbedaan joke, nilai kesopanan, trend dll.;hendris58017871
Sun Dec 12 09:58:41 +0000 2021;Benda ni valid untuk dak² 90an je. Aku suruh anak buah aku layan barbie dia boleh buat muka macam “eeww barbie?” 🤣 dasar generasi z;MaisuraHuda
Sun Dec 12 09:42:29 +0000 2021;Untuk kalangan milenial dan generasi Z, coba aja baca orasi pengukuhan Profesor psikologi berlatar aktivis Elizabeth Kristi Poerwandari: TIK membuat perilaku sex berubah, kencan buta, open BO, bla bla bla. Nilai dan tradisi para pelaku? Variabel kesekian...;cuminumc
Sun Dec 12 09:41:30 +0000 2021;@rindi_mulia Generasi Z kalau narsis serem banget.;byankee_sama
Sun Dec 12 08:33:13 +0000 2021;Ketoprak sebagai seni pertunjukan mungkin sudah jadi hal asing di sebagian generasi (gen) milenial, terlebih gen Z.  #Ketoprak #kesenian #beritaterkini #milenial #Lampungpostid https://t.co/Tpt6lL90hq;lampungpostid
Sun Dec 12 08:20:39 +0000 2021;@yayabeaumont Nanti dikatanya generasi z ni manja sangat😌;mnazr1n_
